"","Cognitive.Status.AD","Cognitive.Status.AD.1","Cognitive.Status.AD.2","Cognitive.Status.AD.3","Cognitive.Status.AD.4","Cognitive.Status.AD.5","Cognitive.Status.AD.6","Cognitive.Status.AD.7","Cognitive.Status.AD.8","Cognitive.Status.AD.9","Cognitive.Status.AD.10","Cognitive.Status.AD.11","Cognitive.Status.AD.12","Cognitive.Status.AD.13","Cognitive.Status.AD.14","Cognitive.Status.CN","Cognitive.Status.CN.1","Cognitive.Status.CN.2","Cognitive.Status.CN.3","Cognitive.Status.CN.4","Cognitive.Status.CN.5","Cognitive.Status.CN.6","Cognitive.Status.CN.7","Cognitive.Status.CN.8","Cognitive.Status.CN.9","Cognitive.Status.CN.10","Cognitive.Status.CN.11","Cognitive.Status.CN.12","Cognitive.Status.CN.13","Cognitive.Status.CN.14","Cognitive.Status.MCI","Cognitive.Status.MCI.1","Cognitive.Status.MCI.2","Cognitive.Status.MCI.3","Cognitive.Status.MCI.4","Cognitive.Status.MCI.5","Cognitive.Status.MCI.6","Cognitive.Status.MCI.7","Cognitive.Status.MCI.8","Cognitive.Status.MCI.9","Cognitive.Status.MCI.10","Cognitive.Status.MCI.11","Cognitive.Status.MCI.12","Cognitive.Status.MCI.13","Cognitive.Status.MCI.14"
"10-Deoxymethynolide",0.257871484719255,0.478368667322039,0.0263366879407293,0.356140744033625,0.300703350833642,0.295510472403277,0.524581558216896,0.104965371631377,0.518226259820542,0.0862255163197785,-0.0132366732445035,0.225571470278002,0.450417891019049,-3.60479373491437,0.125647839785218,0.0301097445493922,0.0541776621717828,0.943589554933934,0.38843174837028,-0.00132838578488708,-3.60479373491437,0.498560494915638,0.214771599940938,0.478802994805481,0.00594848757433357,0.222756980922134,0.281782364261693,-0.00469498647996512,-3.60479373491437,-0.301902758198455,-0.0102899973636634,0.55377723916828,0.248557423110422,0.224430293799687,0.0103088282912748,0.0921789675839411,0.606726836034279,0.426459819587124,0.397469694227717,0.537937523488438,0.265307933650412,0.363700301599373,0.393381332976151,0.0698733492086735,0.0862255163197785
"10-hydroxy-8E-Decene-2_4_6-triynoicacid",-0.0628828273500643,0.38591201020195,-0.320853441319417,-0.366799849266917,-1.01942243006619,-0.0316339941911598,0.473323827907212,-0.209206905564921,-0.0438684225512632,0.149336561846564,-0.890982554908211,0.175724789826047,-0.168688681533507,-1.78400983399684,-0.731569572751335,0.795750420837992,2.20658317369494,0.17520977624156,0.710844511239432,0.325094746033745,1.49233012277191,0.455222114434576,1.94859546814764,1.07680080850967,0.612281007529451,1.23946861714968,1.07382096836715,-0.0752560022152337,1.08275091415235,-0.470770045879632,0.0498374256103488,-0.131627771308134,-0.817118197309354,-1.23591665808639,0.150895770690583,-0.0249833167049736,-0.311631925111329,-1.22651541254622,-1.44383825470491,-0.550548231769615,-3.52833799787708,-0.345594903362309,-0.0155887036893929,0.333378388053453,0.894484510818129
"1-(11E-octadecenoyl)-rac-glycerol",0.310208651341349,-0.32946800341015,-1.48525316011753,0.0221471088186412,0.624672707180273,0.0505223630620317,0.44486794061797,0.863327243532265,0.145231414639116,-0.406198641184816,0.573246341243102,0.922259445278687,0.469986399506248,-0.421179016953948,-0.797824734795821,0.179202339389187,0.44890021880838,-0.0703458731693395,0.251846717725668,0.966411986203516,0.301521645370744,1.18704240053334,-2.84068169211181,0.0535872312862772,-1.05132499478934,0.994615881823859,1.09975928544911,0.256823238106099,-4.0052505733733,-0.0777904175164118,0.648962472114752,-0.253452707368359,-0.664263939443067,-0.968047117195254,-0.403311445128303,0.346554428382628,1.02631893122103,0.929517502546405,0.744210078119721,0.585165978318432,0.547915027530216,-0.160084236808579,-1.49709341642533,0.261532786145484,0.175212205496822
"11alpha-(chloromethyl)-1alpha_25-dihydroxyvitaminD3/11alpha-(chloromethyl)-1alpha_25-dihydroxycho",-3.48459917726661,-0.595073325406545,-0.26446062247255,-0.159434607556766,1.1221215109409,1.14332389673526,1.29009115627684,1.12920163156872,-0.174870900195057,-0.627265068460382,-1.85453623466366,-1.63281122679357,-0.432681151295552,0.930779815263461,-1.52942098007222,0.162509223571704,1.58084574133516,-0.460546326113002,0.150226712623379,1.26868913071949,-0.373096128477449,-0.323876419179095,-0.551523947940992,-0.628053521311284,-0.0872690704605602,-0.116254248848548,-0.51994143963481,0.1521685985406,-0.629630899533531,0.15281568165895,-0.220833906339636,-0.0584951341875151,-0.0927736759360838,0.302635895220067,0.222719458905881,0.182467440840766,2.68907963877941,-0.257275583842152,0.504216416305424,0.953032083076272,0.558301887263633,0.64092572671226,0.542505645370211,-0.441696974747745,-0.162236720973017
"11-amino-undecanoicacid",1.45787596645839,-0.459658861840151,0.0866487555152656,-1.28730454257087,-1.21573149003182,-1.12668446611239,0.564026192975018,1.60547695994414,1.20453705295459,1.32456499312449,0.8316662546331,-0.623923150345655,0.197868495281212,-0.982397723327912,-1.17763410281348,0.61298013527738,-0.651172300614221,0.632706768039894,-1.31081266299584,0.607782638245765,0.997806794131897,0.589064893788594,0.902453105775333,1.14497353045606,0.944044067857042,-1.22325281650173,-0.96307005355353,-1.10526520929424,0.650746765110142,-1.0555601272779,-1.05763017999737,-1.25996577374357,-0.911003041900381,-1.09560022123238,-1.08408209937633,0.652005047555386,-1.28939757578156,0.56810042775585,-1.1184425297286,0.576388124270491,0.666728103353983,0.756203263671792,1.14702158380063,1.04170686477703,1.23521214428644
"12beta-Hydroxy-3-oxo-5beta-cholan-24-oicAcid",-0.415731548348177,0.495042506511624,0.587325994362079,0.747568868082043,0.693087142755051,0.678551998453709,0.657031292403072,0.301779111153061,-2.09906525547307,0.017698352253109,0.222564099541627,0.58847047832812,0.540061977377751,0.556005490133678,-1.88985506278277,0.0931424871583808,0.730026443497528,0.485009636641425,0.167326533977881,0.14734408965956,0.106703539730139,0.0597788757579858,0.126560199789477,-0.345013385187883,0.376589106772406,0.430840535573166,-3.55717134425694,-0.257763340225784,-3.52875921029804,0.468470133000892,0.471280007839455,0.14611657458394,0.603035414345643,0.543192163125695,-0.139852347078115,-1.41332642109116,0.852870004747146,0.81411143228498,0.529139373392577,0.598605963162274,-0.68810926295175,0.278916201501015,0.213508365082513,0.0068121404541624,8.06442605371651e-05
"12beta-Hydroxy-3-oxo-5beta-cholan-24-oicAcid+1.0630202",-0.800268957251115,0.615886851212746,-1.22650962621394,-0.645144793445315,0.411935661556873,-0.669177913981513,-0.456797840526573,0.591009863796884,0.944244152611871,0.800129181042218,-1.12619767075134,-0.658542076966861,-1.18473160973437,0.469474267279209,1.10506163192894,0.81735776054925,-0.818342967411467,-1.14847896954227,1.25601209851539,1.27628246252347,0.497204237891267,0.74709764856437,0.577410454304548,0.509281444642546,-2.31360799909208,-2.49050595700707,0.813188990768048,0.958749142524295,1.14849658117519,-0.598244799005477,-0.855989165914018,0.89637882071341,0.474064613228958,-1.8231916765285,1.039345947167,1.14329879575957,-0.851235482067673,0.430698358877178,-0.57859754891469,-0.732041791487202,0.68937308344846,0.615627712283257,0.533863874709857,0.603394628794169,-0.987261420027505
"12beta-Hydroxy-3-oxo-5beta-cholan-24-oicAcid+2.0397031",0.354034453193789,0.301835430478681,0.510093136491326,0.502313421428557,0.375640143957252,0.352813222747726,0.483567776134694,0.440074474158561,0.177476520914403,-2.73452904104426,0.344294209405948,0.284805955478689,0.193273222263368,0.28963403599154,0.41543052767146,0.29754968649605,0.310039916613263,0.342972192008266,0.500181228795202,0.593815652279272,-2.73452904104426,0.304230333782468,0.287870707594454,0.522559192231301,-2.73452904104426,0.437242259168604,0.408075188103344,0.43757011024925,0.462632295040534,0.369440090906976,0.168402336375401,0.0464691906973654,0.481080385094748,0.428731192027192,0.325800413987301,0.357205217835151,0.451938585892779,0.341645654884195,0.238598358586784,0.285453181201503,-0.801432356046472,-2.73452904104426,-2.73452904104426,0.324925199185707,0.724362461914671
"12beta-Hydroxy-3-oxo-5beta-cholan-24-oicAcid+2.8745131",0.403944564947589,0.362278978141666,0.534074167937222,0.323068115800401,0.472702926862647,0.361152887473481,0.50365023351413,-0.22195664217254,-0.0826795208649489,-4.2355125563532,0.276976596960325,0.226719333624904,0.00199091255762116,0.316980736396972,0.241576102209735,-0.00903537083857853,0.135909791211143,0.444610787839759,0.0521925267356661,0.271323999200739,0.670057830780046,-4.2355125563532,-1.19581640917257,0.438952371951974,-1.1997889638444,0.387964537357208,0.52278574560253,0.181385117295575,0.440739780240704,-0.270040025265759,-0.0678158602514647,0.280522089320023,0.25758005984592,0.205108495267344,0.360417199749303,0.350459982940289,0.457124180360251,0.309259160371729,0.338373610130836,0.284723235599185,-0.300110268154268,0.354494942210959,-0.180233172220322,0.543578230742299,0.685822114311072
"12-oxo-10Z-dodecenoicacid",0.328470377046157,0.265535250924349,0.268537833656363,0.361217776611691,0.279814134761414,0.323867881886122,0.331616196567032,-3.09265196723369,0.271985526124719,0.195514609685713,0.655139205653444,0.413920655782986,0.375539323977163,0.282719474533951,0.256773145489544,0.403696000657182,0.557909353637132,0.694960332804185,0.264895649103904,0.360778514689519,-3.09265196723369,-3.09265196723369,0.0622742671298285,0.213391087848738,-3.09265196723369,0.392339343590396,0.49522352342358,0.0902795693708047,0.414826535114425,0.0579014854665512,0.626215863951957,0.235087667949964,0.297893176693403,-0.0475496557863398,0.440730058779572,0.35599100896318,0.408838561036389,0.44448810924354,0.271969711355388,0.298147257445826,-0.629913640160448,0.0298149627644131,0.124244156520276,0.644566161212238,0.250957413428499
